atm_id,transaction_date,transaction_time,amount,transaction_type,day_of_week
ATM068,2023-09-13,02:07:15,925993,DEPÓSITO,3
ATM075,2023-09-09,09:16:49,3156697,DEPÓSITO,6
ATM058,2023-09-05,08:45:33,4443143,DEPÓSITO,2
ATM010,2023-10-20,21:47:54,471005,RETIRO,5
ATM003,2024-02-27,12:51:37,3891248,DEPÓSITO,2
ATM050,2023-09-19,22:31:36,2880019,RETIRO,2
ATM068,2023-09-22,18:09:22,911653,RETIRO,5
ATM066,2023-12-26,16:02:56,3097018,DEPÓSITO,2
ATM068,2023-09-03,23:00:04,3697376,DEPÓSITO,7
ATM083,2024-01-13,04:09:21,1585235,DEPÓSITO,6
ATM069,2023-11-25,21:45:21,3446739,DEPÓSITO,6
ATM090,2023-12-06,20:28:51,2033991,DEPÓSITO,3
ATM007,2023-12-06,05:42:06,357294,RETIRO,3
ATM040,2023-09-16,11:36:33,1511884,RETIRO,6
ATM012,2023-11-05,10:12:01,4256178,DEPÓSITO,7
ATM078,2024-01-09,04:24:09,2739236,DEPÓSITO,2
ATM067,2023-09-19,18:46:13,1899323,RETIRO,2
ATM090,2024-02-10,05:00:03,2397704,DEPÓSITO,6
ATM021,2024-02-01,19:35:18,1407036,RETIRO,4
ATM050,2023-10-20,23:54:44,1783145,RETIRO,5
ATM042,2024-02-13,06:56:20,762939,RETIRO,2
ATM035,2023-11-26,20:06:34,3948933,DEPÓSITO,7
ATM029,2023-11-17,04:08:07,3234080,DEPÓSITO,5
ATM041,2024-01-25,14:54:05,786511,RETIRO,4
ATM084,2024-01-23,19:29:19,2235889,RETIRO,2
ATM039,2023-10-17,16:28:24,4143018,DEPÓSITO,2
ATM099,2023-09-12,21:56:26,4969219,DEPÓSITO,2
ATM001,2023-12-30,09:39:35,1415328,DEPÓSITO,6
ATM028,2024-01-10,06:58:18,4108047,DEPÓSITO,3
ATM007,2023-10-20,22:30:14,2819935,RETIRO,5
ATM074,2024-02-27,03:37:50,1678288,DEPÓSITO,2
ATM071,2023-12-19,22:06:02,1278190,RETIRO,2
ATM094,2023-09-17,11:10:11,1987383,DEPÓSITO,7
ATM096,2023-10-29,04:27:48,453069,RETIRO,7
ATM061,2024-01-16,10:45:28,796188,DEPÓSITO,2
ATM015,2023-10-31,10:33:22,1784763,DEPÓSITO,2
ATM055,2023-11-25,11:26:08,403385,RETIRO,6
ATM060,2023-11-24,11:56:40,2943828,DEPÓSITO,5
ATM024,2023-11-10,14:37:10,1095127,RETIRO,5
ATM054,2023-12-18,11:58:58,2570684,DEPÓSITO,1
ATM018,2023-09-25,16:07:48,2415399,RETIRO,1
ATM056,2024-02-19,04:44:12,4995125,DEPÓSITO,1
ATM077,2023-12-14,10:53:26,1802953,RETIRO,4
ATM080,2023-09-24,20:40:41,2935388,RETIRO,7
ATM045,2023-12-14,01:27:36,4830275,DEPÓSITO,4
ATM098,2023-12-20,11:55:03,3487302,DEPÓSITO,3
ATM038,2024-01-13,12:27:25,572067,RETIRO,6
ATM077,2024-02-16,04:49:26,836340,DEPÓSITO,5
ATM098,2024-02-16,02:06:28,2795927,DEPÓSITO,5
ATM073,2024-02-12,02:14:28,4903072,DEPÓSITO,1
ATM034,2023-11-11,13:32:42,1710924,RETIRO,6
ATM022,2023-11-28,17:41:24,564126,DEPÓSITO,2
ATM030,2023-12-15,10:31:53,4628412,DEPÓSITO,5
ATM046,2023-09-09,20:30:37,4594928,DEPÓSITO,6
ATM047,2023-10-18,15:35:10,2237224,RETIRO,3
ATM045,2023-10-03,22:17:12,4507875,DEPÓSITO,2
ATM040,2024-02-05,17:08:34,143476,DEPÓSITO,1
ATM056,2023-10-04,17:51:42,2173922,DEPÓSITO,3
ATM008,2024-02-16,04:06:41,2682580,DEPÓSITO,5
ATM100,2024-02-10,05:22:13,277399,RETIRO,6
ATM067,2024-01-24,16:34:43,496868,DEPÓSITO,3
ATM061,2024-02-18,08:05:40,4225210,DEPÓSITO,7
ATM095,2023-10-21,12:51:08,1100444,DEPÓSITO,6
ATM033,2023-09-07,13:30:50,3660482,DEPÓSITO,4
ATM092,2023-12-26,10:48:24,970576,RETIRO,2
ATM007,2023-10-14,06:44:28,421984,DEPÓSITO,6
ATM050,2023-12-10,16:58:10,4039112,DEPÓSITO,7
ATM008,2023-12-07,17:01:08,97091,RETIRO,4
ATM086,2023-10-22,01:46:37,1677099,DEPÓSITO,7
ATM063,2023-10-01,14:12:44,2433204,RETIRO,7
ATM009,2024-01-15,04:13:58,719440,RETIRO,1
ATM009,2024-01-13,15:26:43,895426,RETIRO,6
ATM099,2023-10-01,14:50:52,1791801,RETIRO,7
ATM029,2024-02-10,17:22:14,1741643,RETIRO,6
ATM024,2023-10-27,23:35:40,2421135,RETIRO,5
ATM057,2023-10-21,18:09:18,1212850,DEPÓSITO,6
ATM098,2023-11-16,16:43:40,4520207,DEPÓSITO,4
ATM086,2023-10-10,06:18:58,4384520,DEPÓSITO,2
ATM024,2023-12-23,17:04:23,1225383,RETIRO,6
ATM042,2023-11-22,22:41:20,2536890,DEPÓSITO,3
ATM009,2024-01-19,07:28:15,2484805,DEPÓSITO,5
ATM016,2023-10-11,18:23:15,4397156,DEPÓSITO,3
ATM013,2023-10-04,14:00:41,1153535,DEPÓSITO,3
ATM097,2024-01-12,23:13:36,2216897,RETIRO,5
ATM002,2023-12-05,20:17:34,3492189,DEPÓSITO,2
ATM040,2023-12-18,15:33:21,2724299,DEPÓSITO,1
ATM046,2023-09-26,21:53:50,586955,DEPÓSITO,2
ATM081,2023-11-14,09:46:11,2941595,DEPÓSITO,2
ATM044,2024-02-09,17:05:15,2344432,DEPÓSITO,5
ATM099,2023-12-08,00:21:11,2830674,RETIRO,5
ATM040,2023-09-18,02:25:51,2563719,DEPÓSITO,1
ATM076,2023-11-22,05:23:06,4122579,DEPÓSITO,3
ATM080,2023-10-25,11:44:16,2920254,RETIRO,3
ATM022,2023-10-22,16:04:36,2977834,DEPÓSITO,7
ATM018,2023-10-17,19:59:21,2190609,RETIRO,2
ATM100,2023-11-06,04:26:57,3560460,DEPÓSITO,1
ATM052,2023-09-05,20:43:31,600937,DEPÓSITO,2
ATM004,2023-09-03,02:17:38,4916414,DEPÓSITO,7
ATM068,2023-11-25,03:33:40,2492408,DEPÓSITO,6
ATM065,2024-01-28,15:57:13,778716,DEPÓSITO,7
ATM062,2024-02-22,10:40:21,2505829,RETIRO,4
ATM062,2024-02-25,05:08:30,4125112,DEPÓSITO,7
ATM047,2023-12-31,14:05:24,1175270,DEPÓSITO,7
ATM036,2024-02-23,18:10:52,4475940,DEPÓSITO,5
ATM049,2024-02-16,19:40:43,3712250,DEPÓSITO,5
ATM099,2023-12-02,20:54:03,2896410,RETIRO,6
ATM092,2023-11-29,11:53:03,1717392,DEPÓSITO,3
ATM034,2024-02-22,15:29:14,1751910,RETIRO,4
ATM043,2023-09-30,02:54:16,2279795,RETIRO,6
ATM040,2023-09-05,00:21:47,508481,RETIRO,2
ATM011,2024-02-13,18:51:08,2280231,DEPÓSITO,2
ATM084,2023-11-20,02:24:07,2531305,DEPÓSITO,1
ATM099,2024-02-10,09:59:13,1011889,DEPÓSITO,6
ATM014,2023-12-18,14:01:33,1708740,DEPÓSITO,1
ATM011,2023-10-22,08:21:07,4980905,DEPÓSITO,7
ATM091,2023-09-21,11:19:01,1876522,DEPÓSITO,4
ATM059,2024-02-15,04:02:24,2535195,DEPÓSITO,4
ATM069,2023-12-27,15:22:38,2703129,DEPÓSITO,3
ATM050,2024-01-12,23:59:40,2506163,RETIRO,5
ATM037,2023-10-02,00:46:13,453399,RETIRO,1
ATM058,2023-10-09,19:35:49,134646,RETIRO,1
ATM003,2023-10-03,07:18:50,1271758,RETIRO,2
ATM095,2023-12-31,11:02:02,2621471,RETIRO,7
ATM065,2024-02-29,05:15:45,2276727,RETIRO,4
ATM045,2024-01-23,07:36:21,548918,RETIRO,2
ATM002,2023-12-22,14:10:21,649515,DEPÓSITO,5
ATM093,2023-10-02,21:46:51,3118858,DEPÓSITO,1
ATM044,2023-10-13,10:15:31,709752,RETIRO,5
ATM039,2024-02-01,01:22:45,821967,DEPÓSITO,4
ATM043,2024-01-29,20:37:55,1332257,RETIRO,1
ATM072,2023-09-23,22:12:41,4164622,DEPÓSITO,6
ATM096,2023-12-12,23:42:39,2144926,DEPÓSITO,2
ATM003,2023-12-20,13:00:19,3169892,DEPÓSITO,3
ATM080,2024-02-01,21:04:59,1664973,RETIRO,4
ATM084,2023-11-21,01:57:45,3674623,DEPÓSITO,2
ATM045,2023-09-07,16:03:33,2929076,RETIRO,4
ATM065,2024-02-20,07:47:01,1454075,DEPÓSITO,2
ATM076,2023-12-16,02:29:18,851658,RETIRO,6
ATM084,2023-09-30,10:34:31,661111,RETIRO,6
ATM014,2023-12-01,09:32:05,2529375,RETIRO,5
ATM096,2023-11-20,13:07:13,1382709,RETIRO,1
ATM062,2024-02-08,13:28:16,394860,RETIRO,4
ATM034,2024-01-01,18:54:01,1776947,RETIRO,1
ATM054,2023-09-25,21:07:33,572082,RETIRO,1
ATM093,2024-01-17,11:55:57,1385205,RETIRO,3
ATM052,2024-02-18,02:42:27,1321575,RETIRO,7
ATM046,2023-10-27,01:13:57,2013781,DEPÓSITO,5
ATM090,2024-02-07,07:39:31,1242362,RETIRO,3
ATM066,2024-01-19,13:47:48,1316886,RETIRO,5
ATM045,2023-10-12,21:23:54,2633546,RETIRO,4
ATM005,2023-09-02,06:38:06,4034929,DEPÓSITO,6
ATM097,2023-11-07,00:44:42,1275439,RETIRO,2
ATM044,2023-11-15,22:51:10,4769166,DEPÓSITO,3
ATM065,2024-01-16,13:40:57,1964044,RETIRO,2
ATM082,2023-10-17,14:01:51,4701792,DEPÓSITO,2
ATM014,2023-09-19,14:53:47,4276437,DEPÓSITO,2
ATM023,2023-09-05,18:12:32,2133000,RETIRO,2
ATM096,2023-12-30,12:30:01,888716,RETIRO,6
ATM030,2023-09-26,21:53:09,2615077,RETIRO,2
ATM055,2024-01-07,05:16:33,1453590,RETIRO,7
ATM081,2023-12-12,10:43:04,4343717,DEPÓSITO,2
ATM038,2023-09-20,11:23:36,430943,RETIRO,3
ATM098,2023-09-20,03:15:16,387895,RETIRO,3
ATM052,2024-01-28,17:08:56,3938637,DEPÓSITO,7
ATM025,2023-10-01,11:55:50,2488318,DEPÓSITO,7
ATM032,2024-02-21,15:53:42,1708937,RETIRO,3
ATM030,2023-10-02,18:12:11,1106030,RETIRO,1
ATM052,2023-11-15,07:43:38,2054815,DEPÓSITO,3
ATM004,2023-09-23,02:30:36,1666926,RETIRO,6
ATM010,2023-09-15,23:05:52,2614097,RETIRO,5
ATM061,2023-10-10,06:00:54,582069,DEPÓSITO,2
ATM019,2024-01-03,23:00:57,67249,RETIRO,3
ATM098,2023-12-02,23:56:33,3450762,DEPÓSITO,6
ATM086,2023-12-26,08:28:17,4462510,DEPÓSITO,2
ATM018,2023-09-25,21:44:36,2678086,RETIRO,1
ATM070,2023-12-06,08:39:26,648693,RETIRO,3
ATM079,2023-12-18,17:13:30,854796,DEPÓSITO,1
ATM071,2023-10-24,15:20:29,144472,DEPÓSITO,2
ATM041,2023-10-11,09:31:30,1619270,RETIRO,3
ATM088,2023-11-25,14:00:13,1819758,RETIRO,6
ATM043,2023-12-10,01:30:42,2131379,RETIRO,7
ATM081,2023-10-16,13:33:05,2408486,RETIRO,1
ATM048,2024-02-14,15:16:13,799102,RETIRO,3
ATM041,2023-10-21,14:39:39,2468313,RETIRO,6
ATM020,2023-10-14,17:43:30,1689067,RETIRO,6
ATM038,2023-11-24,18:23:42,3965654,DEPÓSITO,5
ATM073,2023-12-07,06:56:38,1698702,DEPÓSITO,4
ATM099,2023-10-10,12:34:22,489508,RETIRO,2
ATM038,2024-02-13,07:42:55,4001863,DEPÓSITO,2
ATM078,2023-12-25,15:08:31,3755086,DEPÓSITO,1
ATM021,2023-11-14,00:37:27,382140,DEPÓSITO,2
ATM086,2023-10-13,13:46:10,2706467,DEPÓSITO,5
ATM024,2023-10-22,23:22:25,1335591,RETIRO,7
ATM097,2023-10-19,06:41:12,505341,DEPÓSITO,4
ATM030,2024-01-26,19:54:51,390675,DEPÓSITO,5
ATM068,2024-02-02,13:04:14,4534492,DEPÓSITO,5
ATM077,2024-01-22,20:16:29,4011151,DEPÓSITO,1
ATM038,2023-10-21,08:11:36,870858,RETIRO,6
ATM096,2024-01-26,06:15:09,680032,RETIRO,5
ATM087,2023-11-27,05:22:44,1279758,RETIRO,1
ATM075,2024-02-15,16:40:50,2576912,RETIRO,4
ATM052,2023-09-20,04:09:10,199580,RETIRO,3
ATM018,2024-02-21,04:48:30,2258999,DEPÓSITO,3
ATM032,2023-10-27,04:51:47,2899949,RETIRO,5
ATM087,2024-02-24,14:44:20,2982724,RETIRO,6
ATM023,2024-02-23,23:13:37,2346691,RETIRO,5
ATM079,2023-11-30,05:09:19,4817392,DEPÓSITO,4
ATM030,2024-02-19,20:30:05,1656525,DEPÓSITO,1
ATM089,2023-10-24,12:52:32,4712210,DEPÓSITO,2
ATM085,2023-09-01,03:57:20,1965010,DEPÓSITO,5
ATM049,2023-12-26,12:42:21,2047585,RETIRO,2
ATM068,2023-09-05,08:43:16,2492778,DEPÓSITO,2
ATM002,2024-01-02,00:02:21,952895,RETIRO,2
ATM019,2023-12-28,23:21:25,2941662,DEPÓSITO,4
ATM036,2023-10-03,07:40:09,400006,RETIRO,2
ATM094,2023-10-09,19:01:22,3766154,DEPÓSITO,1
ATM044,2024-01-08,20:13:16,3464788,DEPÓSITO,1
ATM037,2023-11-16,22:47:50,587488,DEPÓSITO,4
ATM070,2023-11-16,04:49:06,1486695,RETIRO,4
ATM093,2023-10-07,18:04:42,2565422,DEPÓSITO,6
ATM067,2023-11-26,03:47:51,736762,RETIRO,7
ATM036,2023-10-23,20:09:21,1827919,RETIRO,1
ATM055,2023-12-25,17:59:53,808040,DEPÓSITO,1
ATM061,2024-02-06,15:47:02,2547153,DEPÓSITO,2
ATM077,2024-01-01,00:47:42,4439224,DEPÓSITO,1
ATM041,2024-02-14,13:41:21,1174489,RETIRO,3
ATM043,2023-12-15,07:37:12,1949037,RETIRO,5
ATM031,2023-09-04,20:18:49,927211,RETIRO,1
ATM031,2024-01-21,00:48:27,428376,RETIRO,7
ATM026,2024-02-04,23:24:10,2680454,RETIRO,7
ATM073,2023-10-17,04:59:27,2849921,RETIRO,2
ATM058,2024-01-11,22:43:50,878270,RETIRO,4
ATM072,2024-01-20,15:39:16,360638,RETIRO,6
ATM026,2023-12-18,07:31:24,3496411,DEPÓSITO,1
ATM048,2023-09-18,20:57:01,4782060,DEPÓSITO,1
ATM034,2023-12-12,19:57:57,421672,RETIRO,2
ATM096,2024-01-24,01:29:27,322479,RETIRO,3
ATM015,2023-10-03,13:24:40,2478654,RETIRO,2
ATM050,2024-02-08,13:55:54,2292535,RETIRO,4
ATM040,2023-09-26,00:34:41,2003920,DEPÓSITO,2
ATM054,2023-11-03,05:15:23,2331023,RETIRO,5
ATM032,2023-09-03,03:32:57,1070534,RETIRO,7
ATM075,2023-10-01,04:23:28,1512910,RETIRO,7
ATM049,2023-10-10,11:36:34,436792,RETIRO,2
ATM084,2023-11-02,17:56:28,220892,DEPÓSITO,4
ATM033,2023-10-08,10:46:37,4976780,DEPÓSITO,7
ATM066,2024-01-05,17:34:21,1180456,DEPÓSITO,5
ATM099,2023-09-03,17:26:00,2981583,DEPÓSITO,7
ATM057,2023-10-25,01:09:31,1416501,DEPÓSITO,3
ATM065,2024-02-26,07:39:02,709228,RETIRO,1
ATM099,2023-12-06,19:50:24,778891,RETIRO,3
ATM092,2024-02-02,02:51:34,2332703,RETIRO,5
ATM029,2023-11-19,00:06:25,1889358,DEPÓSITO,7
ATM018,2023-09-11,22:08:50,1227331,RETIRO,1
ATM045,2024-02-10,07:42:50,4173700,DEPÓSITO,6
ATM006,2024-02-11,17:59:11,2108761,RETIRO,7
ATM013,2023-10-22,00:56:57,3719190,DEPÓSITO,7
ATM060,2023-12-06,07:09:15,278552,DEPÓSITO,3
ATM092,2023-10-18,03:50:35,420703,DEPÓSITO,3
ATM087,2023-12-02,20:31:29,1504751,DEPÓSITO,6
ATM054,2023-09-11,13:03:19,1915770,DEPÓSITO,1
ATM033,2024-01-15,22:47:10,4056265,DEPÓSITO,1
ATM073,2023-12-29,00:29:44,467782,RETIRO,5
ATM029,2024-02-19,11:42:12,3457441,DEPÓSITO,1
ATM062,2024-02-03,17:30:11,4566907,DEPÓSITO,6
ATM011,2023-12-27,21:08:03,576545,RETIRO,3
ATM021,2023-11-07,06:51:49,4387712,DEPÓSITO,2
ATM037,2024-02-25,03:05:45,2111635,RETIRO,7
ATM031,2023-12-09,20:35:26,174244,DEPÓSITO,6
ATM018,2023-09-13,04:48:01,931278,RETIRO,3
ATM070,2023-11-14,22:47:19,2928915,RETIRO,2
ATM028,2023-11-04,23:45:49,2435423,DEPÓSITO,6
ATM099,2023-09-04,19:23:00,3713408,DEPÓSITO,1
ATM054,2023-11-26,10:13:08,1678429,RETIRO,7
ATM097,2023-09-14,19:11:40,3305615,DEPÓSITO,4
ATM031,2024-01-01,21:19:37,1699596,RETIRO,1
ATM044,2023-10-25,23:23:55,729363,DEPÓSITO,3
ATM003,2023-11-21,15:57:21,2386999,DEPÓSITO,2
ATM094,2023-09-17,04:45:13,2650052,RETIRO,7
ATM073,2023-09-27,01:23:08,1110203,DEPÓSITO,3
ATM012,2024-02-23,08:15:10,3963825,DEPÓSITO,5
ATM045,2023-09-17,13:11:04,2005111,DEPÓSITO,7
ATM018,2023-12-27,04:27:01,1969613,DEPÓSITO,3
ATM095,2023-09-09,19:52:17,2897458,RETIRO,6
ATM021,2023-09-08,00:37:59,2285870,DEPÓSITO,5
ATM086,2023-10-08,18:59:17,3334497,DEPÓSITO,7
ATM047,2023-10-04,11:26:55,2752363,RETIRO,3
ATM015,2023-11-21,07:13:20,4789299,DEPÓSITO,2
ATM057,2023-12-05,22:55:49,4211957,DEPÓSITO,2
ATM020,2024-01-16,10:54:16,867076,RETIRO,2
ATM071,2024-01-10,05:45:57,4957209,DEPÓSITO,3
ATM096,2023-11-14,08:40:47,2122199,RETIRO,2
ATM071,2023-10-04,13:33:37,2773165,RETIRO,3
ATM047,2023-12-22,16:38:42,2596957,RETIRO,5
ATM083,2023-11-21,02:00:12,1476265,DEPÓSITO,2
ATM091,2023-11-05,07:05:01,1192503,RETIRO,7
ATM028,2024-02-06,12:00:09,1557265,RETIRO,2
ATM088,2024-01-13,23:59:04,1531414,RETIRO,6
ATM020,2023-12-06,19:20:20,1746489,RETIRO,3
ATM043,2023-09-01,12:05:14,532828,RETIRO,5
ATM097,2024-02-22,06:36:42,1589993,DEPÓSITO,4
ATM042,2023-12-09,15:44:55,3547777,DEPÓSITO,6
ATM010,2023-11-27,22:25:59,1128130,RETIRO,1
ATM086,2023-11-13,18:45:22,4929189,DEPÓSITO,1
ATM057,2023-12-17,11:31:10,1292038,RETIRO,7
ATM077,2023-11-27,17:59:48,1973543,DEPÓSITO,1
ATM045,2023-11-23,21:30:09,4876239,DEPÓSITO,4
ATM066,2024-01-21,20:29:45,2429197,RETIRO,7
ATM063,2024-01-25,13:39:16,4281304,DEPÓSITO,4
ATM018,2023-11-15,22:35:16,4285563,DEPÓSITO,3
ATM025,2023-12-03,03:38:14,1181981,RETIRO,7
ATM035,2023-09-09,19:28:03,3938307,DEPÓSITO,6
ATM058,2023-11-10,10:46:20,2709997,RETIRO,5
ATM090,2023-09-27,03:53:23,1452939,DEPÓSITO,3
ATM013,2023-10-12,10:53:35,281866,DEPÓSITO,4
ATM010,2023-12-13,20:29:05,1303986,DEPÓSITO,3
ATM057,2023-11-21,14:50:57,1137931,RETIRO,2
ATM032,2023-11-09,16:17:36,1154810,RETIRO,4
ATM051,2023-09-11,21:46:37,182925,RETIRO,1
ATM100,2024-02-17,12:22:30,987588,DEPÓSITO,6
ATM047,2023-12-10,16:21:33,4801621,DEPÓSITO,7
ATM004,2023-12-08,14:10:24,1226988,DEPÓSITO,5
ATM076,2024-01-19,04:07:54,1653622,RETIRO,5
ATM076,2024-01-06,14:46:24,4391584,DEPÓSITO,6
ATM045,2023-10-01,18:30:55,4400270,DEPÓSITO,7
ATM078,2023-10-22,03:53:26,1948338,DEPÓSITO,7
ATM066,2023-09-09,23:40:16,286574,RETIRO,6
ATM069,2023-10-31,12:04:45,2009367,RETIRO,2
ATM054,2024-01-19,03:17:14,1709575,DEPÓSITO,5
ATM080,2023-12-20,14:45:23,2476141,DEPÓSITO,3
ATM047,2024-02-10,06:54:24,2920516,RETIRO,6
ATM065,2023-12-09,01:44:45,479667,RETIRO,6
ATM095,2024-01-15,08:23:31,3869254,DEPÓSITO,1
ATM059,2023-12-24,14:43:15,974674,RETIRO,7
ATM050,2023-12-16,15:55:05,347168,DEPÓSITO,6
ATM071,2023-09-03,17:23:59,4547063,DEPÓSITO,7
ATM082,2024-01-07,22:15:24,748815,DEPÓSITO,7
ATM075,2023-10-10,02:12:47,4207150,DEPÓSITO,2
ATM011,2024-02-04,17:57:22,2643749,DEPÓSITO,7
ATM087,2024-01-04,20:54:43,764516,DEPÓSITO,4
ATM042,2023-12-24,17:45:57,2573789,RETIRO,7
ATM015,2023-11-11,04:59:47,3645998,DEPÓSITO,6
ATM004,2024-02-18,15:20:48,1486036,RETIRO,7
ATM008,2023-12-02,04:49:07,923282,RETIRO,6
ATM097,2023-11-30,04:02:56,1475227,DEPÓSITO,4
ATM006,2024-01-16,07:09:59,4647288,DEPÓSITO,2
ATM006,2023-09-07,10:49:04,4601509,DEPÓSITO,4
ATM023,2023-11-10,14:05:58,1403280,RETIRO,5
ATM096,2024-01-28,09:17:48,1598608,RETIRO,7
ATM007,2024-01-03,01:51:55,4751690,DEPÓSITO,3
ATM006,2023-10-30,17:03:44,4654068,DEPÓSITO,1
ATM018,2024-01-04,13:27:11,320353,RETIRO,4
ATM062,2024-02-06,02:37:03,1291492,RETIRO,2
ATM031,2024-02-11,07:32:13,324124,DEPÓSITO,7
ATM065,2024-01-04,03:46:12,604178,RETIRO,4
ATM074,2024-02-18,17:36:31,583558,DEPÓSITO,7
ATM085,2023-10-15,11:45:53,907403,DEPÓSITO,7
ATM041,2024-01-11,08:20:17,3949514,DEPÓSITO,4
ATM070,2023-09-15,00:07:39,1578797,RETIRO,5
ATM003,2024-02-29,10:47:25,1748831,DEPÓSITO,4
ATM035,2023-12-14,06:35:02,3700343,DEPÓSITO,4
ATM089,2023-10-26,09:01:43,362636,DEPÓSITO,4
ATM066,2024-03-01,09:27:23,1097583,RETIRO,5
ATM053,2023-10-05,15:34:49,551442,DEPÓSITO,4
ATM006,2023-12-22,12:08:53,1456422,DEPÓSITO,5
ATM032,2023-12-02,04:26:31,2052710,RETIRO,6
ATM078,2023-11-19,20:42:31,2270650,DEPÓSITO,7
ATM042,2023-12-24,01:30:48,2668943,RETIRO,7
ATM062,2024-01-11,10:35:48,1647401,RETIRO,4
ATM083,2023-09-10,13:46:44,3299881,DEPÓSITO,7
ATM013,2024-02-04,20:23:12,2934165,DEPÓSITO,7
ATM077,2023-10-10,07:17:59,3233750,DEPÓSITO,2
ATM036,2023-11-23,21:51:47,4709975,DEPÓSITO,4
ATM060,2023-11-04,19:51:10,1939080,DEPÓSITO,6
ATM040,2023-11-05,08:11:21,2243395,RETIRO,7
ATM013,2024-02-17,15:55:43,245162,RETIRO,6
ATM055,2023-09-25,15:30:02,1522381,RETIRO,1
ATM038,2024-01-21,07:15:20,1529012,DEPÓSITO,7
ATM067,2024-01-11,09:44:16,4071138,DEPÓSITO,4
ATM006,2024-02-04,01:45:09,1703798,DEPÓSITO,7
ATM095,2023-12-27,08:39:07,234123,RETIRO,3
ATM033,2023-11-06,13:33:45,585062,RETIRO,1
ATM004,2023-12-14,16:32:22,1228121,DEPÓSITO,4
ATM042,2023-10-09,14:12:09,56657,RETIRO,1
ATM093,2023-10-18,17:37:08,3702075,DEPÓSITO,3
ATM008,2024-02-07,23:28:33,648747,DEPÓSITO,3
ATM086,2023-10-05,14:25:10,2619128,RETIRO,4
ATM093,2023-10-18,08:48:04,3283089,DEPÓSITO,3
ATM020,2023-12-27,21:11:47,2538383,RETIRO,3
ATM039,2023-12-12,07:08:16,4222790,DEPÓSITO,2
ATM079,2023-11-13,00:31:28,3973154,DEPÓSITO,1
ATM009,2023-12-25,21:44:15,3130341,DEPÓSITO,1
ATM080,2024-02-22,19:27:50,2203555,RETIRO,4
ATM068,2023-12-05,20:38:24,1247604,RETIRO,2
ATM027,2023-10-24,08:42:57,2368868,RETIRO,2
ATM034,2024-02-10,14:40:09,3758757,DEPÓSITO,6
ATM070,2023-12-30,09:54:30,1940869,DEPÓSITO,6
ATM038,2023-11-08,00:31:03,1426122,RETIRO,3
ATM094,2023-11-30,20:40:54,926215,DEPÓSITO,4
ATM012,2023-09-06,23:00:49,2758694,RETIRO,3
ATM029,2023-10-19,17:45:54,433778,RETIRO,4
ATM012,2023-12-13,04:04:40,1440090,RETIRO,3
ATM097,2023-10-21,23:19:05,3311029,DEPÓSITO,6
ATM014,2023-10-19,17:34:00,1229735,DEPÓSITO,4
ATM072,2023-11-16,11:02:57,208574,DEPÓSITO,4
ATM003,2023-09-17,23:01:38,2382295,DEPÓSITO,7
ATM081,2023-11-06,02:37:13,2575022,RETIRO,1
ATM002,2023-11-14,23:25:37,1830876,RETIRO,2
ATM057,2023-09-29,08:19:30,596849,RETIRO,5
ATM080,2024-01-11,17:39:16,1299535,RETIRO,4
ATM071,2023-10-19,21:07:17,4821692,DEPÓSITO,4
ATM011,2024-02-05,20:43:15,4656839,DEPÓSITO,1
ATM083,2023-11-05,09:46:05,3342632,DEPÓSITO,7
ATM047,2023-10-29,23:12:09,1780139,DEPÓSITO,7
ATM090,2023-12-24,07:18:36,1080385,DEPÓSITO,7
ATM004,2023-12-17,12:33:19,2479412,DEPÓSITO,7
ATM009,2023-12-24,12:31:42,1245595,DEPÓSITO,7
ATM057,2023-12-07,11:04:35,3309795,DEPÓSITO,4
ATM034,2023-10-05,09:07:30,1469643,DEPÓSITO,4
ATM022,2024-02-15,17:22:28,855820,RETIRO,4
ATM090,2023-12-03,05:38:15,4490123,DEPÓSITO,7
ATM099,2023-11-26,22:46:52,1089523,RETIRO,7
ATM050,2024-02-07,03:34:33,3223893,DEPÓSITO,3
ATM044,2024-01-10,02:39:00,678755,RETIRO,3
ATM036,2023-11-15,07:04:12,359439,RETIRO,3
ATM093,2023-10-05,15:14:09,4188708,DEPÓSITO,4
ATM004,2024-02-15,02:55:24,1104457,DEPÓSITO,4
ATM023,2023-12-06,06:15:56,2070280,RETIRO,3
ATM078,2023-12-13,17:49:00,706632,RETIRO,3
ATM044,2024-01-21,16:49:12,1424367,RETIRO,7
ATM004,2023-10-28,18:09:52,4989685,DEPÓSITO,6
ATM010,2023-10-02,09:01:43,4898174,DEPÓSITO,1
ATM058,2023-12-24,09:14:26,406257,DEPÓSITO,7
ATM079,2024-01-11,10:37:40,1797007,DEPÓSITO,4
ATM079,2024-01-06,01:10:35,272442,RETIRO,6
ATM063,2024-03-01,17:22:37,1709741,DEPÓSITO,5
ATM065,2023-11-08,04:27:24,3071098,DEPÓSITO,3
ATM077,2023-12-13,15:08:42,133514,RETIRO,3
ATM058,2023-09-05,13:47:45,1981421,RETIRO,2
ATM026,2023-11-12,15:12:29,1297589,RETIRO,7
ATM064,2024-02-14,07:15:07,84619,RETIRO,3
ATM070,2023-12-05,13:13:09,1943669,DEPÓSITO,2
ATM017,2024-02-18,11:42:53,1346031,RETIRO,7
ATM041,2023-09-16,04:54:05,4816050,DEPÓSITO,6
